"Secteur","Code","LibellePrincipal","CheminDepot","Url","DocumentsAssocies"
"Agriculture_AGRI","AGRI-TH-113","AGRI-TH-113 vA14-1 : Échangeur récupérateur de chaleur air/air dans un bâtiment d’élevage de volailles PDF – 116.49 Ko","Agriculture_AGRI/AGRI-TH-113 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-TH-113%20vA14-1.pdf","4"
"Agriculture_AGRI","AGRI-TH-117","AGRI-TH-117 vA73-3 à compter du 01-09-2025 : Déshumidificateur thermodynamique pour serres PDF – 143.66 Ko","Agriculture_AGRI/AGRI-TH-117 vA73-3 à compter du 01-09-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-TH-117%20vA73-3%20%C3%A0%20compter%20du%2001-09-2025_0.pdf","3"
"Agriculture_AGRI","AGRI-TH-118","AGRI-TH-118 vA14-1 - Partie A : Double tube de chauffage pour serres PDF – 103.91 Ko","Agriculture_AGRI/AGRI-TH-118 vA14-1 - Partie A.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-TH-118%20vA14-1%20-%20Partie%20A.pdf","3"
"Agriculture_AGRI","AGRI-TH-119","AGRI-TH-119 vA65-2 à compter du 01-04-2025 : Système de déshumidification avec air extérieur PDF – 121.31 Ko","Agriculture_AGRI/AGRI-TH-119 vA65-2 à compter du 01-04-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-TH-119%20vA65-2%20%C3%A0%20compter%20du%2001-04-2025_0.pdf","3"
"Agriculture_AGRI","AGRI-UT-101","AGRI-UT-101 vA24-2 après le 01-04-2017 : Moto-variateur synchrone à aimants permanents ou à reluctance PDF – 127.74 Ko","Agriculture_AGRI/AGRI-UT-101 vA24-2 après le 01-04-2017.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-UT-101%20vA24-2%20apr%C3%A8s%20le%2001-04-2017.pdf","3"
"Agriculture_AGRI","AGRI-UT-102","AGRI-UT-102 vA22-2 : Système de variation électronique de vitesse sur un moteur asynchrone PDF – 120.25 Ko","Agriculture_AGRI/AGRI-UT-102 vA22-2.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-UT-102%20vA22-2.pdf","3"
"Agriculture_AGRI","AGRI-UT-103","AGRI-UT-103 vA19-1 : Système de régulation sur un groupe de production de froid permettant d’avoir une basse pression flottante PDF – 107.22 Ko","Agriculture_AGRI/AGRI-UT-103 vA19-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-UT-103%20vA19-1.pdf","3"
"Agriculture_AGRI","AGRI-UT-104","AGRI-UT-104 vA23-1 : Système de régulation sur un groupe de production de froid permettant d’avoir une haute pression flottante PDF – 147.21 Ko","Agriculture_AGRI/AGRI-UT-104 vA23-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/AGRI-UT-104%20vA23-1.pdf","3"
"Industrie_IND","IND-BA-110","IND-BA-110 vA71-4 à compter du 01-08-2025 : Déstratificateur ou brasseur d'air PDF – 130.22 Ko","Industrie_IND/IND-BA-110 vA71-4 à compter du 01-08-2025.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-BA-110%20vA71-4%20%C3%A0%20compter%20du%2001-08-2025.pdf","3"
"Industrie_IND","IND-BA-113","IND-BA-113 vA26-1 : Lanterneaux d’éclairage zénithal (France Métropolitaine) PDF – 120.51 Ko","Industrie_IND/IND-BA-113 vA26-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-BA-113%20vA26-1.pdf","3"
"Industrie_IND","IND-BA-114","IND-BA-114 vA15-1 : Conduits de lumière naturelle PDF – 110.31 Ko","Industrie_IND/IND-BA-114 vA15-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-BA-114%20vA15-1.pdf","3"
"Industrie_IND","IND-BA-117","IND-BA-117 vA27-1 : Chauffage décentralisé performant PDF – 128.56 Ko","Industrie_IND/IND-BA-117 vA27-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-BA-117%20vA27-1.pdf","3"
"Industrie_IND","IND-EN-101","IND-EN-101 vA23-1 : Isolation des murs (France d’outre-mer) PDF – 107.6 Ko","Industrie_IND/IND-EN-101 vA23-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-EN-101%20vA23-1.pdf","3"
"Industrie_IND","IND-EN-102","IND-EN-102 vA64-3 à compter du 01-01-2025 : Isolation de combles ou de toitures (France d’outre-mer) PDF – 118.43 Ko","Industrie_IND/IND-EN-102 vA64-3 à compter du 01-01-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-EN-102%20vA64-3%20%C3%A0%20compter%20du%2001-01-2025_0.pdf","3"
"Industrie_IND","IND-UT-102","IND-UT-102 vA19-2 : Système de variation électronique de vitesse sur un moteur asynchrone PDF – 112.56 Ko","Industrie_IND/IND-UT-102 vA19-2_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-102%20vA19-2_0.pdf","3"
"Industrie_IND","IND-UT-103","IND-UT-103 vA17-2 : Système de récupération de chaleur sur un compresseur d’air PDF – 119.51 Ko","Industrie_IND/IND-UT-103 vA17-2.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-103%20vA17-2.pdf","3"
"Industrie_IND","IND-UT-104","IND-UT-104 vA14-1 : Économiseur sur les effluents gazeux d’une chaudière de production de vapeur PDF – 111.68 Ko","Industrie_IND/IND-UT-104 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-104%20vA14-1.pdf","3"
"Industrie_IND","IND-UT-105","IND-UT-105 vA14-1 : Brûleur micromodulant sur chaudière industrielle PDF – 143.24 Ko","Industrie_IND/IND-UT-105 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-105%20vA14-1.pdf","3"
"Industrie_IND","IND-UT-113","IND-UT-113 vA14-1 : Système de condensation frigorifique à haute efficacité PDF – 161.74 Ko","Industrie_IND/IND-UT-113 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-113%20vA14-1.pdf","3"
"Industrie_IND","IND-UT-114","IND-UT-114 v A24-2 après le 01-04-2017 : Moto-variateur synchrone à aimants permanents ou à reluctance PDF – 113.07 Ko","Industrie_IND/IND-UT-114 v A24-2 après le 01-04-2017_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-114%20v%20A24-2%20apr%C3%A8s%20le%2001-04-2017_0.pdf","3"
"Industrie_IND","IND-UT-115","IND-UT-115 v A15-1 : Système de régulation sur un groupe de production de froid permettant d’avoir une basse pression flottante PDF – 99.85 Ko","Industrie_IND/IND-UT-115 v A15-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-115%20v%20A15-1.pdf","3"
"Industrie_IND","IND-UT-116","IND-UT-116 vA14-1 : Système de régulation sur un groupe de production de froid permettant d’avoir une haute pression flottante PDF – 138.09 Ko","Industrie_IND/IND-UT-116 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-116%20vA14-1.pdf","3"
"Industrie_IND","IND-UT-118","IND-UT-118 v A14-1 : Brûleur avec dispositif de récupération de chaleur sur un four industriel PDF – 126.31 Ko","Industrie_IND/IND-UT-118 v A14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-118%20v%20A14-1.pdf","3"
"Industrie_IND","IND-UT-120","IND-UT-120 v A14-1 : Compresseur d’air basse pression à vis ou centrifuge PDF – 101.92 Ko","Industrie_IND/IND-UT-120 v A14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-120%20v%20A14-1.pdf","3"
"Industrie_IND","IND-UT-122","IND-UT-122 v A14-1 : Sécheur d'air comprimé à adsorption utilisant un apport calorifique pour sa régénération PDF – 107.91 Ko","Industrie_IND/IND-UT-122 v A14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-122%20v%20A14-1.pdf","3"
"Industrie_IND","IND-UT-124","IND-UT-124 v A14-1 : Séquenceur électronique pour le pilotage d’une centrale de production d’air comprimé PDF – 111.7 Ko","Industrie_IND/IND-UT-124 v A14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-124%20v%20A14-1.pdf","3"
"Industrie_IND","IND-UT-125","IND-UT-125 v A14-1 : Traitement d’eau performant sur chaudière de production de vapeur PDF – 150.62 Ko","Industrie_IND/IND-UT-125 v A14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-125%20v%20A14-1.pdf","3"
"Industrie_IND","IND-UT-127","IND-UT-127 v A25-2 après le 01-04-2017 : Système de transmission performant PDF – 109.65 Ko","Industrie_IND/IND-UT-127 v A25-2 après le 01-04-2017_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-127%20v%20A25-2%20apr%C3%A8s%20le%2001-04-2017_0.pdf","3"
"Industrie_IND","IND-UT-129","IND-UT-129 v A32-3 : Presse à injecter tout électrique ou hybride PDF – 126.44 Ko","Industrie_IND/IND-UT-129 v A32-3.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-129%20v%20A32-3.pdf","3"
"Industrie_IND","IND-UT-130","IND-UT-130 v A19-1 : Condenseur sur les effluents gazeux d’une chaudière de production de vapeur PDF – 112.42 Ko","Industrie_IND/IND-UT-130 v A19-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-130%20v%20A19-1.pdf","3"
"Industrie_IND","IND-UT-131","IND-UT-131 vA37-2 à compter du 01-04-2021 : Isolation thermique des parois planes ou cylindriques sur des installations industrielles (France métropolitaine) PDF – 142.01 Ko","Industrie_IND/IND-UT-131 vA37-2 à compter du 01-04-2021_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-131%20vA37-2%20%C3%A0%20compter%20du%2001-04-2021_0.pdf","3"
"Industrie_IND","IND-UT-132","IND-UT-132 vA26-1 : Moteur asynchrone de classe IE4 PDF – 116.39 Ko","Industrie_IND/IND-UT-132 vA26-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-132%20vA26-1.pdf","3"
"Industrie_IND","IND-UT-133","IND-UT-133 vA28-1 : Système électronique de pilotage d’un moteur électrique avec récupération d’énergie PDF – 124.28 Ko","Industrie_IND/IND-UT-133 vA28-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-133%20vA28-1.pdf","3"
"Industrie_IND","IND-UT-134","IND-UT-134 v A35-2 à compter du 01-10-2020 : Système de mesurage d’indicateurs de performance énergétique PDF – 153.63 Ko","Industrie_IND/IND-UT-134 v A35-2 à compter du 01-10-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-134%20v%20A35-2%20%C3%A0%20compter%20du%2001-10-2020_0.pdf","3"
"Industrie_IND","IND-UT-135","IND-UT-135 v A31-1 : Freecooling par eau de refroidissement en substitution d'un groupe froid PDF – 131.76 Ko","Industrie_IND/IND-UT-135 v A31-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-135%20v%20A31-1.pdf","3"
"Industrie_IND","IND-UT-137","IND-UT-137 vA65-2 à compter du 01-01-2025 : Mise en place d’un système de pompe(s) à chaleur en rehausse de température de chaleur fatale récupérée PDF – 214.4 Ko","Industrie_IND/IND-UT-137 vA65-2 à compter du 01-01-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-137%20vA65-2%20%C3%A0%20compter%20du%2001-01-2025_0.pdf","3"
"Industrie_IND","IND-UT-138","IND-UT-138 vA62-1 à compter du 01-01-2025 : Conversion de chaleur fatale en électricité ou en air comprimé PDF – 228.86 Ko","Industrie_IND/IND-UT-138 vA62-1 à compter du 01-01-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-138%20vA62-1%20%C3%A0%20compter%20du%2001-01-2025_0.pdf","3"
"Industrie_IND","IND-UT-139","IND-UT-139 vA73-2 à compter du 01-11-2025 : Système de stockage de chaleur fatale PDF – 125.91 Ko","Industrie_IND/IND-UT-139 vA73-2 à compter du 01-11-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-139%20vA73-2%20%C3%A0%20compter%20du%2001-11-2025_0.pdf","3"
"Industrie_IND","IND-UT-140","IND-UT-140 vA65-1 à compter du 01-01-2025 : Mise en veille automatique d’une machine utilisant de l’air comprimé PDF – 127.86 Ko","Industrie_IND/IND-UT-140 vA65-1 à compter du 01-01-2025_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/IND-UT-140%20vA65-1%20%C3%A0%20compter%20du%2001-01-2025_0.pdf","3"
"Reseaux_RES","RES-CH-103","RES-CH-103 vA36-3 à compter du 12-10-2020 : Réhabilitation d’un poste de livraison de chaleur d’un bâtiment tertiaire PDF – 113.31 Ko","Reseaux_RES/RES-CH-103 vA36-3 à compter du 12-10-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-CH-103%20vA36-3%20%C3%A0%20compter%20du%2012-10-2020_0.pdf","3"
"Reseaux_RES","RES-CH-104","RES-CH-104 vA36-3 à compter du 12-10-2020 : Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel PDF – 106.43 Ko","Reseaux_RES/RES-CH-104 vA36-3 à compter du 12-10-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-CH-104%20vA36-3%20%C3%A0%20compter%20du%2012-10-2020_0.pdf","3"
"Reseaux_RES","RES-CH-105","RES-CH-105 vA36-3 à compter du 12-10-2020 : Passage d'un réseau de chaleur en basse température PDF – 129.03 Ko","Reseaux_RES/RES-CH-105 vA36-3 à compter du 12-10-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-CH-105%20vA36-3%20%C3%A0%20compter%20du%2012-10-2020_0.pdf","3"
"Reseaux_RES","RES-CH-106","RES-CH-106 vA60-4 à compter du 01-03-2024 : Mise en place d’un calorifugeage des canalisations d’un réseau de chaleur PDF – 235.6 Ko","Reseaux_RES/RES-CH-106 vA60-4 à compter du 01-03-2024_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-CH-106%20vA60-4%20%C3%A0%20compter%20du%2001-03-2024_0.pdf","3"
"Reseaux_RES","RES-CH-108","RES-CH-108 vA53-4 à compter du 01-10-2023 : Récupération de chaleur fatale pour valorisation sur un réseau de chaleur ou vers un tiers (France métropolitaine) PDF – 109.04 Ko","Reseaux_RES/RES-CH-108 vA53-4 à compter du 01-10-2023_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-CH-108%20vA53-4%20%C3%A0%20compter%20du%2001-10-2023_1.pdf","3"
"Reseaux_RES","RES-EC-104","RES-EC-104 vA77-3 à compter du 26-11-2025 : Rénovation d’éclairage extérieur PDF – 126.74 Ko","Reseaux_RES/RES-EC-104 vA77-3 à compter du 26-11-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/RES-EC-104%20vA77-3%20%C3%A0%20compter%20du%2026-11-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-101","BAR-EN-101 vA64-6 à compter du 01-01-2025 : Isolation de combles ou de toitures PDF – 150.44 Ko","Residentiel_BAR/BAR-EN-101 vA64-6 à compter du 01-01-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-101%20vA64-6%20%C3%A0%20compter%20du%2001-01-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-102","BAR-EN-102 vA65-4 à compter du 01-01-2025 : Isolation des murs PDF – 135.13 Ko","Residentiel_BAR/BAR-EN-102 vA65-4 à compter du 01-01-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-102%20vA65-4%20%C3%A0%20compter%20du%2001-01-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-103","BAR-EN-103 vA64-6 à compter du 01-01-2025 : Isolation d’un plancher PDF – 126.73 Ko","Residentiel_BAR/BAR-EN-103 vA64-6 à compter du 01-01-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-103%20vA64-6%20%C3%A0%20compter%20du%2001-01-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-104","BAR-EN-104 vA54-2 à compter du 01-01-2024 : Fenêtre ou porte-fenêtre complète avec vitrage isolant PDF – 128.18 Ko","Residentiel_BAR/BAR-EN-104 vA54-2 à compter du 01-01-2024_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-104%20vA54-2%20%C3%A0%20compter%20du%2001-01-2024_1.pdf","3"
"Residentiel_BAR","BAR-EN-105","BAR-EN-105 vA64-4 à compter du 01-01-2025 : Isolation des toitures terrasses PDF – 148.04 Ko","Residentiel_BAR/BAR-EN-105 vA64-4 à compter du 01-01-2025_2.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-105%20vA64-4%20%C3%A0%20compter%20du%2001-01-2025_2.pdf","3"
"Residentiel_BAR","BAR-EN-106","BAR-EN-106 vA64-5 à compter du 01-01-2025 : Isolation de combles ou de toitures (France d’outre-mer) PDF – 125.38 Ko","Residentiel_BAR/BAR-EN-106 vA64-5 à compter du 01-01-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-106%20vA64-5%20%C3%A0%20compter%20du%2001-01-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-107","BAR-EN-107 vA64-4 à compter du 01-01-2025 : Isolation des murs (France d’outre-mer) PDF – 126.51 Ko","Residentiel_BAR/BAR-EN-107 vA64-4 à compter du 01-01-2025_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-107%20vA64-4%20%C3%A0%20compter%20du%2001-01-2025_1.pdf","3"
"Residentiel_BAR","BAR-EN-108","BAR-EN-108 vA54-3 à compter du 01-01-2024 : Fermeture isolante PDF – 121.83 Ko","Residentiel_BAR/BAR-EN-108 vA54-3 à compter du 01-01-2024_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-108%20vA54-3%20%C3%A0%20compter%20du%2001-01-2024_1.pdf","3"
"Residentiel_BAR","BAR-EN-109","BAR-EN-109 vA24-1 : Réduction des apports solaires par la toiture (France d'outre-mer) PDF – 135.8 Ko","Residentiel_BAR/BAR-EN-109 vA24-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-109%20vA24-1.pdf","3"
"Residentiel_BAR","BAR-EN-110","BAR-EN-110 vA35-1 : Fenêtre ou porte-fenêtre complète avec vitrage pariétodynamique PDF – 133.02 Ko","Residentiel_BAR/BAR-EN-110 vA35-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EN-110%20vA35-1.pdf","3"
"Residentiel_BAR","BAR-EQ-115","BAR-EQ-115 vA28-1 : Dispositif d’affichage et d’interprétation des consommations d’énergie PDF – 142.04 Ko","Residentiel_BAR/BAR-EQ-115 vA28-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-EQ-115%20vA28-1.pdf","3"
"Residentiel_BAR","BAR-SE-104","BAR-SE-104 vA19-1 : Réglage des organes d’équilibrage d’une installation de chauffage à eau chaude PDF – 109.08 Ko","Residentiel_BAR/BAR-SE-104 vA19-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-SE-104%20vA19-1.pdf","3"
"Residentiel_BAR","BAR-SE-105","BAR-SE-105 vA28-1 : Contrat de Performance Energétique Services (CPE Services) PDF – 149.74 Ko","Residentiel_BAR/BAR-SE-105 vA28-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-SE-105%20vA28-1.pdf","3"
"Residentiel_BAR","BAR-SE-106","BAR-SE-106 vA32-1 : Service de suivi des consommations d’énergie PDF – 126.78 Ko","Residentiel_BAR/BAR-SE-106 vA32-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-SE-106%20vA32-1.pdf","3"
"Residentiel_BAR","BAR-SE-107","BAR-SE-107 vA37-1 à compter du 31-12-2020 : Abaissement de la température de retour vers un réseau de chaleur PDF – 118.45 Ko","Residentiel_BAR/BAR-SE-107 vA37-1 à compter du 31-12-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-SE-107%20vA37-1%20%C3%A0%20compter%20du%2031-12-2020_0.pdf","3"
"Residentiel_BAR","BAR-SE-108","BAR-SE-108 vA71-3 à compter du 01-08-2025 : Désembouage d’un réseau hydraulique individuel de chauffage en France métropolitaine PDF – 115.32 Ko","Residentiel_BAR/BAR-SE-108 vA71-3 à compter du 01-08-2025.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-SE-108%20vA71-3%20%C3%A0%20compter%20du%2001-08-2025.pdf","3"
"Residentiel_BAR","BAR-TH-101","BAR-TH-101 vA78-3 à compter du 01-01-2026 : Chauffe-eau solaire individuel (France métropolitaine) PDF – 126.55 Ko","Residentiel_BAR/BAR-TH-101 vA78-3 à compter du 01-01-2026.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-101%20vA78-3%20%C3%A0%20compter%20du%2001-01-2026.pdf","3"
"Residentiel_BAR","BAR-TH-102","BAR-TH-102 vA17-1 : Chauffe-eau solaire collectif (France métropolitaine) PDF – 113 Ko","Residentiel_BAR/BAR-TH-102 vA17-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-102%20vA17-1.pdf","3"
"Residentiel_BAR","BAR-TH-110","BAR-TH-110 vA16-1 : Radiateur basse température pour un chauffage central PDF – 112.21 Ko","Residentiel_BAR/BAR-TH-110 vA16-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-110%20vA16-1.pdf","3"
"Residentiel_BAR","BAR-TH-111","BAR-TH-111 vA17-1 : Régulation par sonde de température extérieure PDF – 114.01 Ko","Residentiel_BAR/BAR-TH-111 vA17-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-111%20vA17-1.pdf","3"
"Residentiel_BAR","BAR-TH-112","BAR-TH-112 vA46-3 à compter du 01-10-2022 : Appareil indépendant de chauffage au bois PDF – 128.4 Ko","Residentiel_BAR/BAR-TH-112 vA46-3 à compter du 01-10-2022_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-112%20vA46-3%20%C3%A0%20compter%20du%2001-10-2022_1.pdf","3"
"Residentiel_BAR","BAR-TH-113","BAR-TH-113 vA79-4 à compter du 01-01-2026 : Chaudière biomasse individuelle PDF – 133.58 Ko","Residentiel_BAR/BAR-TH-113 vA79-4 à compter du 01-01-2026_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-113%20vA79-4%20%C3%A0%20compter%20du%2001-01-2026_1.pdf","3"
"Residentiel_BAR","BAR-TH-116","BAR-TH-116 vA17-1 : Plancher chauffant hydraulique à basse température PDF – 119.2 Ko","Residentiel_BAR/BAR-TH-116 vA17-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-116%20vA17-1.pdf","3"
"Residentiel_BAR","BAR-TH-117","BAR-TH-117 vA14-1 : Robinet thermostatique PDF – 113.66 Ko","Residentiel_BAR/BAR-TH-117 vA14-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-117%20vA14-1.pdf","3"
"Residentiel_BAR","BAR-TH-122","BAR-TH-122 vA15-1 : Récupérateur de chaleur à condensation PDF – 121.65 Ko","Residentiel_BAR/BAR-TH-122 vA15-1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-122%20vA15-1.pdf","3"
"Residentiel_BAR","BAR-TH-123","BAR-TH-123 vA54-2 à compter du 01-01-2024 : Optimiseur de relance en chauffage collectif PDF – 113.1 Ko","Residentiel_BAR/BAR-TH-123 vA54-2 à compter du 01-01-2024_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-123%20vA54-2%20%C3%A0%20compter%20du%2001-01-2024_1.pdf","3"
"Residentiel_BAR","BAR-TH-124","BAR-TH-124 vA78-4 à compter du 01-01-2026 : Chauffe-eau solaire individuel (France d'outre mer) PDF – 133.47 Ko","Residentiel_BAR/BAR-TH-124 vA78-4 à compter du 01-01-2026.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-124%20vA78-4%20%C3%A0%20compter%20du%2001-01-2026.pdf","3"
"Residentiel_BAR","BAR-TH-125","BAR-TH-125 vA54-5 à compter du 01-01-2024 : Système de ventilation double flux autoréglable ou modulé à haute performance (France métropolitaine) PDF – 146.04 Ko","Residentiel_BAR/BAR-TH-125 vA54-5 à compter du 01-01-2024_1.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-125%20vA54-5%20%C3%A0%20compter%20du%2001-01-2024_1.pdf","3"
"Residentiel_BAR","BAR-TH-127","BAR-TH-127 vA58-6 à compter du 01-01-2024 : Ventilation mécanique simple flux hygroréglable (France métropolitaine) PDF – 148.34 Ko","Residentiel_BAR/BAR-TH-127 vA58-6 à compter du 01-01-2024.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-127%20vA58-6%20%C3%A0%20compter%20du%2001-01-2024.pdf","3"
"Residentiel_BAR","BAR-TH-129","BAR-TH-129 vA27-3 à compter du 01-04-2018 : Pompe à chaleur de type air/air PDF – 128.69 Ko","Residentiel_BAR/BAR-TH-129 vA27-3 à compter du 01-04-2018.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-129%20vA27-3%20%C3%A0%20compter%20du%2001-04-2018.pdf","3"
"Residentiel_BAR","BAR-TH-130","BAR-TH-130 vA58-3 à compter du 01-04-2024 : Surperformance énergétique pour un bâtiment neuf (France métropolitaine) PDF – 165.74 Ko","Residentiel_BAR/BAR-TH-130 vA58-3 à compter du 01-04-2024_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-130%20vA58-3%20%C3%A0%20compter%20du%2001-04-2024_0.pdf","3"
"Residentiel_BAR","BAR-TH-135","BAR-TH-135 v A35-2 à compter du 01-10-2020 : Chauffe-eau solaire collectif (France d'outre mer) PDF – 145.85 Ko","Residentiel_BAR/BAR-TH-135 v A35-2 à compter du 01-10-2020_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-135%20v%20A35-2%20%C3%A0%20compter%20du%2001-10-2020_0.pdf","3"
"Residentiel_BAR","BAR-TH-137","BAR-TH-137 vA79-4 à compter du 01-01-2026 : Raccordement d'un bâtiment résidentiel à un réseau de chaleur PDF – 120.85 Ko","Residentiel_BAR/BAR-TH-137 vA79-4 à compter du 01-01-2026_2.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-137%20vA79-4%20%C3%A0%20compter%20du%2001-01-2026_2.pdf","5"
"Residentiel_BAR","BAR-TH-139","BAR-TH-139 v A23-2 après 01-02-2017 : Système de variation électronique de vitesse sur une pompe PDF – 139.24 Ko","Residentiel_BAR/BAR-TH-139 v A23-2 après 01-02-2017_0.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-139%20v%20A23-2%20apr%C3%A8s%2001-02-2017_0.pdf","3"
"Residentiel_BAR","BAR-TH-141","BAR-TH-141 vA71-2 à compter du 01-08-2025 : Climatiseur performant (France d'outre-mer) PDF – 115.47 Ko","Residentiel_BAR/BAR-TH-141 vA71-2 à compter du 01-08-2025.pdf","https://www.ecologie.gouv.fr/sites/default/files/documents/BAR-TH-141%20vA71-2%20%C3%A0%20compter%20du%2001-08-2025.pdf","3"
